date,predicted_trend,actual_trend,predicted_rate,actual_rate
2021-06-19 06:57:01,Down,Up,0.002803,0.000816

2021-06-19 06:59:01,Up,Down,0.001306,0.00076

2021-06-19 07:01:01,Down,Up,0.002633,0.002343

2021-06-19 07:03:01,Up,Up,0.01204,6e-05

2021-06-19 07:05:01,Down,Down,0.006005,0.002714

2021-06-19 07:07:01,Down,Down,0.001526,0.000471

2021-06-19 07:08:01,Down,Down,0.015492,2.7e-05

2021-06-19 07:08:52,Down,Up,0.003864,1.4e-05

2021-06-19 07:11:01,Down,Down,0.008659,0.001553

2021-06-19 07:13:01,Down,Down,0.000547,0.001084

2021-06-19 07:15:01,Down,Down,0.004343,4.4e-05

2021-06-19 07:17:01,Up,Down,0.004465,0.001043

2021-06-19 07:19:01,Down,Down,0.012292,0.000431

2021-06-19 07:21:01,Up,Up,0.005385,0.00021

2021-06-19 07:22:01,Down,Up,0.002508,0.000278

2021-06-19 07:24:01,Down,Up,0.002573,0.000634

2021-06-19 07:26:01,Up,Up,0.017647,0.000479

2021-06-19 07:28:01,Down,Down,0.018082,0.000331

2021-06-19 07:30:01,Down,Up,0.029689,0.003123

2021-06-19 07:32:01,Up,Up,0.017364,0.012156

2021-06-19 07:34:01,Down,Down,0.004828,0.001596

2021-06-19 07:36:01,Up,Down,0.005801,0.002048

2021-06-19 07:37:01,Up,Down,0.001276,0.000343

2021-06-19 07:39:01,Down,Down,0.006992,0.000766

2021-06-19 07:41:01,Up,Up,0.002117,0.001824

2021-06-19 07:43:01,Up,Up,0.011843,0.000849

2021-06-19 07:46:01,Down,Down,0.003797,0.001804

2021-06-19 07:47:47,Up,Down,0.020768,4.5e-05

2021-06-19 07:50:01,Up,Down,0.00243,0.000228

2021-06-19 07:51:01,Down,Down,0.002072,0.001144

2021-06-19 07:52:01,Down,Down,0.007816,0.000261

2021-06-19 07:52:52,Down,Down,0.005874,1.5e-05

2021-06-19 07:55:01,Down,Up,0.004403,0.001344

2021-06-19 07:57:01,Down,Up,0.017612,0.000654

2021-06-19 07:59:01,Down,Down,0.006543,0.002063

2021-06-19 08:01:01,Up,Up,0.009607,0.00296

2021-06-19 08:03:01,Up,Up,0.000176,0.001096

2021-06-19 08:05:01,Down,Up,0.000947,0.001022

2021-06-19 08:07:01,Down,Down,0.006459,0.00097

2021-06-19 08:08:01,Up,Down,0.001147,8.3e-05

2021-06-19 08:09:01,Down,Up,0.004695,0.000349

2021-06-19 08:10:01,Down,Up,0.015694,0.000216

2021-06-19 08:12:01,Down,Down,0.009954,0.000897

2021-06-19 08:13:01,Down,Down,0.000187,5e-06

2021-06-19 08:13:52,Down,Down,0.010111,0.0

2021-06-19 08:15:01,Down,Up,0.005768,0.00061

2021-06-19 08:17:01,Down,Up,0.004625,0.000204

2021-06-19 08:19:01,Down,Up,0.019017,0.000474

2021-06-19 08:21:01,Down,Up,0.002611,0.000991

2021-06-19 08:23:01,Down,Up,0.004273,0.00018

2021-06-19 08:25:01,Up,Down,0.00496,0.000125

2021-06-19 13:53:01,Up,Down,0.00254,0.000774

2021-06-19 13:55:01,Down,Up,0.01038,3.5e-05

2021-06-19 14:07:01,Down,Down,0.000267,5.8e-05

2021-06-19 14:13:01,Up,Up,0.010883,0.000248

2021-06-19 14:21:01,Up,Up,0.007342,0.0

2021-06-19 14:21:55,Up,Up,0.004276,0.0

2021-06-19 14:24:01,Down,Down,0.000259,0.000121

2021-06-19 14:31:01,Down,Up,0.002871,0.000122

2021-06-19 14:33:01,Down,Up,0.004791,0.001505

2021-06-19 14:36:01,Up,Down,0.004035,0.000163

2021-06-19 14:39:01,Down,Down,0.000255,0.000767

2021-06-19 14:44:01,Down,Down,0.014638,7.3e-05

2021-06-19 14:46:01,Down,Down,0.001703,0.000199

2021-06-19 14:48:01,Down,Up,0.013183,0.00122

2021-06-19 14:48:58,Down,Up,0.001047,0.0

2021-06-19 14:51:01,Down,Up,0.016899,0.000449

2021-06-19 14:55:01,Down,Up,0.004198,0.0

2021-06-19 15:10:01,Down,Down,0.010065,0.000281

2021-06-19 15:12:01,Down,Up,0.001935,0.000274

2021-06-19 15:18:01,Down,Down,0.010211,0.000301

2021-06-19 15:23:54,Down,Up,0.019907,0.0

2021-06-19 15:25:01,Up,Up,0.005329,0.0

2021-06-19 15:26:01,Down,Up,0.009211,0.0

2021-06-19 15:31:01,Down,Up,0.007558,0.000633

2021-06-19 15:35:01,Up,Down,0.0041,0.000361

2021-06-19 15:53:47,Down,Up,0.004737,0.0

2021-06-19 15:55:29,Down,Up,0.006649,0.0

2021-06-19 16:02:01,Down,Up,0.003571,0.000288

2021-06-19 16:05:01,Up,Down,0.027297,0.000868

2021-06-19 16:18:11,Down,Up,0.0009,0.0

2021-06-19 16:21:13,Down,Up,0.008103,0.0

2021-06-19 16:24:01,Down,Up,0.001029,7e-05

2021-06-19 16:28:01,Down,Up,0.004952,0.000457

2021-06-19 16:36:01,Down,Up,0.002994,0.000601

2021-06-19 16:38:01,Down,Down,0.000326,0.000539

2021-06-19 16:42:01,Up,Down,0.013366,0.000528

2021-06-19 16:44:01,Down,Down,0.00624,0.000294

2021-06-19 16:48:01,Down,Up,0.000697,0.000617

2021-06-19 16:56:01,Down,Down,0.008171,0.000455

2021-06-19 16:58:01,Up,Up,0.033966,0.000256

2021-06-19 17:00:01,Down,Up,0.012049,0.000619

2021-06-19 17:02:01,Down,Up,0.006271,0.000923

2021-06-19 17:06:01,Up,Down,0.00922,1.5e-05

2021-06-19 17:08:01,Up,Up,0.023244,0.000916

2021-06-19 17:14:01,Up,Down,0.017182,0.000583

2021-06-19 17:17:01,Down,Down,0.020359,7.8e-05

2021-06-19 17:27:01,Up,Down,0.006148,0.000537

2021-06-19 17:33:01,Down,Up,0.010973,0.000146

2021-06-19 17:35:01,Up,Up,0.01154,0.000401

2021-06-19 17:38:01,Up,Up,0.009463,0.0

2021-06-19 17:52:01,Up,Down,0.014771,0.000377

2021-06-19 17:54:01,Down,Up,0.013321,0.000557

2021-06-19 18:04:01,Up,Down,0.005013,0.000535

2021-06-19 18:06:01,Up,Down,0.026898,0.000681

2021-06-19 18:10:01,Up,Down,0.002885,0.001364

2021-06-19 18:13:01,Up,Up,0.015193,0.0

2021-06-19 18:15:01,Up,Up,0.001125,0.0

2021-06-19 18:20:01,Up,Down,0.008053,0.000469

2021-06-19 18:22:01,Up,Down,0.005109,0.001488

2021-06-19 18:25:01,Up,Down,0.005943,1e-06

2021-06-19 18:27:01,Up,Up,0.022864,0.000295

2021-06-19 18:29:01,Down,Down,0.00134,0.000735

2021-06-19 18:31:01,Down,Down,0.000424,0.000905

2021-06-19 18:38:01,Down,Down,0.014881,0.000672

2021-06-19 18:40:01,Down,Down,0.001489,0.001621

2021-06-19 18:48:01,Down,Up,0.002168,0.000805

2021-06-19 18:53:01,Down,Up,0.001467,0.000827

2021-06-19 18:56:01,Up,Down,0.005606,0.000243

2021-06-19 19:02:01,Up,Down,0.014027,0.001376

2021-06-19 19:05:01,Up,Down,0.007138,0.000329

2021-06-19 19:07:01,Down,Down,0.000549,0.000999

2021-06-19 19:09:01,Down,Up,0.01583,0.000579

2021-06-19 19:11:01,Down,Down,0.001826,0.000672

2021-06-19 19:14:01,Down,Up,0.009678,0.0

2021-06-19 19:14:56,Up,Up,0.006847,0.0

2021-06-19 19:24:01,Down,Up,0.009477,0.000431

2021-06-19 19:32:01,Up,Up,0.013401,0.000158

2021-06-19 19:40:01,Down,Down,0.000267,0.000809

2021-06-19 19:42:01,Up,Up,0.001473,0.0

2021-06-19 19:42:54,Up,Up,0.009467,0.0

2021-06-19 19:46:55,Down,Up,0.00188,0.0

2021-06-19 19:47:49,Up,Up,0.005709,0.0

2021-06-19 19:54:01,Up,Up,0.002984,0.000229

2021-06-19 19:56:01,Down,Down,0.018987,0.000381

2021-06-19 19:58:01,Up,Down,0.004415,5.5e-05

2021-06-19 20:00:01,Up,Down,0.015096,0.00023

2021-06-19 20:07:01,Down,Down,0.011013,0.001295

2021-06-19 20:11:01,Up,Up,0.001407,0.0

2021-06-19 20:14:01,Up,Up,0.005528,0.000329

2021-06-19 20:25:01,Down,Up,0.016175,0.000258

2021-06-19 20:30:01,Down,Up,0.003943,0.00014

2021-06-19 20:36:01,Up,Down,0.000802,0.000278

2021-06-19 20:38:01,Down,Down,0.009295,0.000173

2021-06-19 20:40:01,Down,Up,0.004724,0.000493

2021-06-19 20:42:01,Down,Up,0.0042,2e-06

2021-06-19 20:43:01,Down,Up,0.017845,0.0

2021-06-19 20:47:01,Up,Up,0.019904,0.0

2021-06-19 20:47:55,Up,Up,0.004047,0.0

2021-06-19 20:50:01,Down,Down,0.001147,7.6e-05

2021-06-19 20:52:01,Down,Up,0.030386,0.000527

2021-06-19 20:56:01,Down,Up,0.013029,0.001137

2021-06-19 20:58:01,Down,Down,0.002749,0.000274

2021-06-19 21:00:01,Up,Down,0.00839,0.000373

2021-06-19 21:04:01,Up,Down,0.008602,0.001659

2021-06-19 21:06:01,Down,Up,0.005542,0.000696

2021-06-19 21:08:01,Down,Up,0.020096,0.000683

2021-06-19 21:10:01,Down,Down,0.005826,0.000507

2021-06-19 21:12:01,Up,Up,0.001952,0.0

2021-06-19 21:12:52,Down,Up,0.002178,0.0

2021-06-19 21:13:45,Up,Up,0.00682,0.0

2021-06-19 21:16:01,Down,Up,0.006334,0.000386

2021-06-19 21:17:59,Down,Up,0.007763,0.0

2021-06-19 21:22:01,Down,Up,0.005104,0.000203

2021-06-19 21:26:01,Up,Up,0.000548,0.000588

2021-06-19 21:30:01,Down,Down,0.007891,0.000289

2021-06-19 21:34:01,Down,Up,0.006543,0.000507

2021-06-19 21:43:56,Up,Up,0.00016,0.0

2021-06-19 21:45:44,Down,Up,0.005355,0.0

2021-06-19 21:46:37,Down,Up,0.015333,0.0

2021-06-19 21:47:28,Up,Up,0.019102,0.0

2021-06-19 21:50:01,Down,Up,0.008062,0.000453

2021-06-19 21:52:01,Up,Up,0.017998,0.001829

2021-06-19 21:55:01,Down,Down,0.00867,0.000122

2021-06-19 22:01:01,Down,Down,0.013416,0.000243

2021-06-19 22:03:01,Down,Up,0.005822,0.0

2021-06-19 22:05:01,Down,Up,0.009849,0.000255

2021-06-19 22:07:01,Down,Down,0.000194,0.000736

2021-06-19 22:13:01,Down,Up,0.011177,0.0

2021-06-19 22:13:56,Up,Up,0.007384,0.0

2021-06-19 22:15:01,Down,Up,0.011001,0.0

2021-06-19 22:16:01,Down,Up,0.010067,0.0

2021-06-19 22:17:01,Down,Up,0.002442,0.0

2021-06-19 22:18:01,Down,Down,0.000351,6.3e-05

2021-06-19 22:22:01,Down,Up,0.004247,0.0012

2021-06-19 22:26:01,Down,Up,0.038089,0.00071

2021-06-19 22:28:01,Up,Down,0.002693,0.000107

2021-06-19 22:29:01,Down,Up,0.012803,0.0

2021-06-19 22:33:01,Down,Down,0.004728,0.000508

2021-06-19 22:39:01,Up,Up,0.036208,2e-05

2021-06-19 22:42:01,Down,Up,0.014728,0.0

2021-06-19 22:45:01,Down,Up,0.002939,0.0002

2021-06-19 22:56:01,Down,Up,0.020173,1.5e-05

2021-06-19 22:57:01,Down,Up,0.000399,0.0

2021-06-19 23:02:01,Up,Up,0.050615,0.000393

2021-06-19 23:10:01,Down,Up,0.013124,0.0

2021-06-19 23:19:05,Down,Up,0.016454,0.0

2021-06-19 23:25:01,Up,Down,0.011732,0.000255

2021-06-19 23:34:01,Down,Up,0.006122,4.7e-05

2021-06-19 23:40:01,Down,Up,0.001026,0.000461

2021-06-19 23:45:01,Down,Up,0.00908,0.0

2021-06-19 23:47:01,Down,Up,0.014316,4.7e-05

2021-06-19 23:49:01,Up,Up,0.015305,0.000597

2021-06-19 23:55:01,Up,Up,0.001215,0.0

2021-06-19 23:56:01,Down,Up,0.00884,0.0

2021-06-19 23:56:54,Down,Up,0.004351,0.0

2021-06-19 23:59:01,Up,Up,0.028674,8e-06

2021-06-20 00:02:01,Down,Down,0.002991,0.000451

2021-06-20 00:09:01,Up,Down,0.00539,0.000194

2021-06-20 00:17:01,Up,Down,0.004615,0.000322

2021-06-20 00:20:01,Up,Down,0.012997,7.1e-05

2021-06-20 00:21:01,Up,Up,0.003989,0.0

2021-06-20 00:22:01,Up,Up,0.035716,0.0

2021-06-20 00:22:53,Up,Up,0.010339,0.0

2021-06-20 00:33:01,Up,Up,0.028602,0.000125

2021-06-20 00:39:01,Down,Down,0.001913,0.0004

2021-06-20 00:44:01,Down,Down,0.003556,0.000911

2021-06-20 00:46:01,Up,Up,0.002881,0.0

2021-06-20 00:47:53,Up,Up,0.000186,0.0

2021-06-20 00:52:01,Up,Up,0.007278,0.000208

2021-06-20 00:54:01,Down,Down,0.011235,8.9e-05

2021-06-20 00:56:01,Down,Down,0.016542,0.000577

2021-06-20 01:01:01,Up,Down,0.002653,1.8e-05

2021-06-20 01:04:53,Down,Up,0.006262,0.0

2021-06-20 01:07:01,Up,Down,0.008693,0.000564

2021-06-20 01:19:01,Up,Up,0.004623,0.001023

2021-06-20 01:21:01,Down,Down,0.008037,0.000394

2021-06-20 01:24:01,Up,Down,0.006534,0.000854

2021-06-20 01:27:01,Down,Up,0.008241,2e-06

2021-06-20 01:29:01,Down,Up,0.004126,8.5e-05

2021-06-20 01:31:01,Down,Up,0.004182,0.000836

2021-06-20 01:39:01,Down,Up,0.010734,8.1e-05

2021-06-20 01:40:01,Up,Up,0.012203,0.0

2021-06-20 01:42:01,Up,Up,0.007877,0.000508

2021-06-20 01:45:01,Down,Up,0.014283,1.1e-05

2021-06-20 01:48:01,Down,Up,0.007332,0.000301

2021-06-20 01:59:01,Down,Down,0.002628,0.000212

2021-06-20 02:10:54,Down,Up,0.032505,0.0

2021-06-20 02:13:01,Down,Up,0.009307,7.9e-05

2021-06-20 02:18:01,Up,Up,0.027794,0.0

2021-06-20 02:19:01,Down,Up,0.005968,0.0

2021-06-20 02:20:53,Down,Up,0.002769,0.0

2021-06-20 02:22:01,Down,Down,0.005864,0.000124

2021-06-20 02:26:01,Down,Down,0.00138,0.000362

2021-06-20 02:29:01,Down,Down,0.015526,0.000528

2021-06-20 02:31:01,Up,Down,0.003076,0.000488

2021-06-20 02:33:01,Down,Down,0.00626,0.000581

2021-06-20 02:37:01,Down,Up,0.021519,0.000724

2021-06-20 02:39:01,Up,Up,0.009863,0.000779

2021-06-20 02:50:01,Down,Up,0.005737,0.0

2021-06-20 02:54:01,Down,Up,0.030082,0.000911

2021-06-20 02:58:01,Up,Down,0.001215,0.000469

2021-06-20 03:06:01,Down,Up,0.002722,0.003302

2021-06-20 03:08:01,Down,Down,0.002533,0.001315

2021-06-20 03:12:53,Down,Up,0.004611,0.0

2021-06-20 03:15:01,Down,Down,0.007772,0.000631

2021-06-20 03:26:01,Up,Down,0.018294,0.000953

2021-06-20 03:29:01,Up,Down,0.009181,0.001039

2021-06-20 03:31:01,Down,Up,0.010678,0.000137

2021-06-20 03:37:01,Down,Up,0.00819,0.000682

2021-06-20 03:39:01,Down,Up,0.009259,0.00025

2021-06-20 03:41:01,Down,Down,0.000564,0.000808

2021-06-20 03:43:53,Up,Up,0.007113,0.0

2021-06-20 03:44:46,Down,Up,0.007944,0.0

2021-06-20 03:47:01,Up,Down,0.00629,0.001965

2021-06-20 03:49:01,Up,Up,0.006126,0.001651

2021-06-20 03:58:01,Up,Up,0.018432,9e-05

2021-06-20 04:00:01,Down,Up,0.00942,0.000242

2021-06-20 04:02:01,Down,Up,0.008094,1.8e-05

2021-06-20 04:04:01,Down,Up,0.015854,0.002365

2021-06-20 04:17:01,Down,Up,0.026304,0.0

2021-06-20 04:17:53,Down,Up,0.002531,0.0

2021-06-20 04:20:01,Down,Down,0.00249,0.000174

2021-06-20 04:36:01,Down,Up,0.014513,9.6e-05

2021-06-20 04:42:01,Up,Up,0.000369,0.0

2021-06-20 04:43:01,Up,Up,0.005327,0.0

2021-06-20 04:47:01,Down,Down,0.002564,0.000432

2021-06-20 04:49:01,Down,Down,0.012821,7.6e-05

2021-06-20 05:00:01,Down,Down,0.016285,0.000338

2021-06-20 05:02:01,Up,Down,0.012623,0.000837

2021-06-20 05:05:01,Up,Down,4.1e-05,0.000711

2021-06-20 05:11:01,Down,Up,0.005282,4.6e-05

2021-06-20 05:21:01,Up,Up,0.001295,9.9e-05

2021-06-20 05:22:01,Down,Up,0.011269,0.0

2021-06-20 05:29:01,Down,Up,0.006161,4.8e-05

2021-06-20 05:40:01,Down,Up,0.009227,6e-06

2021-06-20 05:41:01,Down,Up,0.014737,0.0

2021-06-20 05:41:56,Down,Up,0.001003,0.0

2021-06-20 05:47:01,Up,Up,0.002511,0.001087

2021-06-20 05:49:54,Down,Up,0.009477,0.0

2021-06-20 05:52:01,Down,Up,0.000515,1e-05

2021-06-20 05:54:01,Down,Up,0.027552,0.000614

2021-06-20 05:56:01,Down,Up,0.024112,0.001065

2021-06-20 05:58:01,Down,Up,0.009002,1.5e-05

2021-06-20 06:02:01,Down,Down,0.005974,0.001782

2021-06-20 06:08:01,Down,Up,0.004787,0.001015

2021-06-20 06:10:01,Up,Up,0.003584,0.000811

2021-06-20 06:12:01,Down,Down,0.013194,0.00033

2021-06-20 06:14:01,Down,Down,0.008706,0.000214

2021-06-20 06:27:01,Down,Up,0.015228,0.000643

2021-06-20 06:31:01,Down,Down,0.007096,0.000234

2021-06-20 06:33:01,Down,Up,0.006545,0.000215

2021-06-20 06:39:01,Up,Down,0.002292,0.00015

2021-06-20 06:41:54,Down,Up,0.011147,0.0

2021-06-20 06:42:47,Down,Up,0.005401,0.0

2021-06-20 06:43:37,Down,Up,0.002773,0.0

2021-06-20 06:45:01,Up,Up,0.002507,0.00036

2021-06-20 06:51:01,Down,Down,0.005006,0.000368

2021-06-20 06:53:01,Up,Down,0.0004,0.000236

2021-06-20 06:55:01,Up,Up,0.009115,2.2e-05

2021-06-20 06:57:01,Up,Down,0.005581,0.001971

2021-06-20 07:07:01,Up,Up,0.005674,0.00113

2021-06-20 07:13:01,Down,Down,0.003045,0.000121

2021-06-20 07:15:01,Down,Up,0.009671,0.000202

2021-06-20 07:24:01,Up,Up,0.009995,0.00043

2021-06-20 07:28:01,Up,Down,0.001319,0.000216

2021-06-20 07:30:01,Up,Up,0.000391,0.000357

2021-06-20 07:32:01,Down,Up,0.001985,0.000485

2021-06-20 07:34:01,Up,Down,0.008692,0.000497

2021-06-20 07:41:01,Down,Down,0.008495,0.000167

2021-06-20 07:43:01,Down,Up,0.013015,0.000312

2021-06-20 07:48:01,Down,Up,0.010891,0.0

2021-06-20 07:48:54,Up,Up,0.001522,0.0

2021-06-20 07:50:01,Up,Up,0.014326,0.0

2021-06-20 07:54:01,Down,Up,0.006285,0.000153

2021-06-20 07:57:01,Up,Up,0.000889,0.000182

2021-06-20 08:00:01,Down,Down,0.018017,0.000579

2021-06-20 08:03:01,Down,Down,0.006737,1.1e-05

2021-06-20 08:11:01,Up,Down,0.021925,0.00018

2021-06-20 08:13:01,Down,Up,0.009292,6.3e-05

2021-06-20 08:16:01,Up,Down,0.005344,9.4e-05

2021-06-20 08:18:01,Up,Up,0.0032,0.0

2021-06-20 08:20:01,Up,Up,0.00325,0.000427

2021-06-20 08:22:01,Up,Down,0.015139,0.000994

2021-06-20 08:24:01,Up,Up,0.023568,3.8e-05

2021-06-20 08:26:01,Up,Up,0.019273,0.000156

2021-06-20 08:30:01,Down,Down,0.004564,0.001186

2021-06-20 08:32:01,Up,Down,0.005106,0.000126

2021-06-20 08:34:01,Down,Down,0.002278,6.2e-05

2021-06-20 08:36:01,Down,Up,0.002257,0.000566

2021-06-20 08:43:01,Down,Down,0.011406,0.000871

2021-06-20 08:45:01,Up,Down,0.006273,0.000418

2021-06-20 08:47:01,Up,Up,0.001223,0.000932

2021-06-20 08:48:01,Up,Up,0.002212,0.0

2021-06-20 08:50:01,Down,Down,0.00056,0.000384

2021-06-20 08:52:01,Down,Down,0.013737,3.2e-05

2021-06-20 08:54:01,Down,Down,0.001552,0.000188

2021-06-20 08:56:01,Up,Up,0.007298,0.000233

2021-06-20 08:58:01,Up,Up,0.011901,0.000489

2021-06-20 09:04:01,Down,Down,0.001172,0.000379

2021-06-20 09:08:01,Down,Up,0.003859,0.000311

2021-06-20 09:18:01,Down,Up,0.00094,0.0

2021-06-20 09:22:01,Down,Up,0.031002,5.7e-05

2021-06-20 09:30:01,Up,Up,0.006922,0.000668

2021-06-20 09:40:54,Down,Up,0.002761,0.0

2021-06-20 09:41:47,Up,Up,0.00286,0.0

2021-06-20 09:46:01,Down,Up,0.016247,7.7e-05

2021-06-20 09:48:01,Up,Down,0.007286,0.001459

2021-06-20 09:51:01,Up,Up,0.021943,2.1e-05

2021-06-20 09:52:01,Up,Down,0.023589,0.00021

2021-06-20 09:54:01,Down,Down,0.015168,0.000245

2021-06-20 09:56:01,Down,Up,0.006474,0.000675

2021-06-20 09:58:01,Down,Up,0.007582,0.000234

2021-06-20 10:00:01,Down,Down,0.006571,0.000675

2021-06-20 10:02:01,Up,Up,0.012819,0.000875

2021-06-20 10:04:01,Down,Down,0.004623,0.000461

2021-06-20 10:06:01,Down,Down,0.012993,0.000489

2021-06-20 10:08:01,Down,Down,0.002538,0.000815

2021-06-20 10:12:01,Up,Down,0.000211,0.000104

2021-06-20 10:16:01,Up,Down,0.003985,0.00037

2021-06-20 10:17:54,Down,Up,0.008497,0.0

2021-06-20 10:50:01,Down,Up,0.000374,0.0

2021-06-20 10:58:01,Down,Up,0.013482,0.000166

2021-06-20 11:01:01,Down,Up,0.005746,0.000284

2021-06-20 11:05:01,Up,Up,0.004272,6e-06

2021-06-20 11:10:01,Up,Up,0.00595,0.00023

2021-06-20 11:10:53,Down,Up,0.002158,0.0

2021-06-20 11:12:01,Up,Up,0.00031,0.0

2021-06-20 11:13:01,Up,Up,0.005724,0.0

2021-06-20 11:13:54,Up,Up,0.021467,0.0

2021-06-20 11:17:01,Down,Down,0.000464,0.000805

2021-06-20 11:17:54,Down,Up,0.009251,0.0

2021-06-20 11:20:01,Up,Up,0.000371,0.000128

2021-06-20 11:21:01,Down,Up,0.011715,4.5e-05

2021-06-20 11:30:01,Down,Up,0.007408,0.0

2021-06-20 11:30:53,Down,Up,0.00286,0.0

2021-06-20 11:33:01,Down,Up,0.007121,0.000349

2021-06-20 11:37:01,Down,Up,0.013342,1.9e-05

2021-06-20 11:39:01,Down,Up,0.008693,0.000109

2021-06-20 11:41:01,Up,Down,0.003657,0.000559

2021-06-20 11:48:01,Down,Down,0.001111,0.000717

2021-06-20 11:52:01,Up,Up,0.006665,0.000238

2021-06-20 11:56:01,Up,Up,0.005553,0.000258

2021-06-20 11:58:01,Down,Up,0.00193,0.000496

2021-06-20 12:00:01,Down,Down,0.003119,0.000664

2021-06-20 12:02:01,Up,Up,0.027818,0.000499

2021-06-20 12:04:01,Down,Down,0.012733,0.000302

2021-06-20 12:09:01,Up,Down,0.001804,0.000138

2021-06-20 12:13:01,Up,Up,0.008047,0.000404

2021-06-20 12:15:01,Down,Up,0.025344,0.0

2021-06-20 12:17:01,Up,Up,0.004149,0.0

2021-06-20 12:23:01,Up,Up,0.008041,6.7e-05

2021-06-20 12:30:01,Down,Up,0.008599,0.000681

2021-06-20 12:36:01,Up,Down,0.002818,3e-06

2021-06-20 12:38:01,Up,Down,0.02779,0.000336

2021-06-20 12:40:01,Up,Down,0.002378,1.5e-05

2021-06-20 12:41:01,Down,Up,0.000937,0.0

2021-06-20 12:42:02,Up,Up,0.012588,0.0

2021-06-20 12:44:01,Down,Up,0.006999,0.000314

2021-06-20 12:50:01,Down,Up,0.000911,0.0

2021-06-20 12:52:01,Up,Down,0.008013,0.000845

2021-06-20 12:59:01,Down,Down,0.006859,0.000185

2021-06-20 13:03:01,Down,Down,0.012078,0.000519

2021-06-20 13:05:01,Up,Down,0.040747,0.000569

2021-06-20 13:09:01,Up,Up,0.002243,0.000538

2021-06-20 13:10:01,Down,Up,0.001833,0.0

2021-06-20 13:12:01,Down,Down,0.0142,0.001114

2021-06-20 13:13:01,Down,Up,0.009081,0.0

2021-06-20 13:15:01,Down,Up,0.001034,0.001426

2021-06-20 13:20:01,Up,Down,3.6e-05,0.001322

2021-06-20 13:26:01,Down,Down,0.011493,0.001031

2021-06-20 13:28:01,Up,Down,0.027732,0.000629

2021-06-20 13:30:01,Up,Up,0.000558,0.002725

2021-06-20 13:32:01,Down,Up,0.007494,0.000958

2021-06-20 13:35:01,Up,Up,0.001292,0.0

2021-06-20 13:37:01,Up,Down,0.003511,0.000446

2021-06-20 13:40:01,Up,Down,0.013714,0.000195

2021-06-20 13:42:01,Down,Up,0.005533,0.001566